StationId,PoleID,Date,Hours,Usage
7F1AFD92-B5B4-4A67-BBDD-5BF5E186043F,4520231212000200,2024-01-10,23,1
8ED15317-938A-4765-B668-B575DA6D2E18,00032022102403,2024-01-13,"11,12,18,19",4
39B8FAA7-7727-466A-8A01-719CFC66CB40,1720230313000301,2024-01-16,"0,1,12,13,14,15,17,18,19,21,22,23,4,5",14
38AC2E70-AC0A-4963-81FC-02C94AF8F13B,1320230417000100,2024-01-29,"20,21,22,23",4
A61BCA1C-646A-421A-8B7F-EB41F41CAF8A,3520230921000200,2024-01-01,"19,20",2
17851609-1381-413B-B5F3-2B845F913A44,0820230113000800,2024-01-09,"11,12,13,17,18,19,20,21,22",9
5A9325BA-A3EF-4BF5-91BA-225CC0D4BF53,2620230612000500,2024-01-13,23,1
F46DB087-E973-485E-A40C-B6C89003D297,0204230721000401,2024-01-23,"0,10,11,12,13,14,18,19,20,21,22,23,4,5,7,8,9",17
F46DB087-E973-485E-A40C-B6C89003D297,0204230721000200,2024-01-08,"10,11,12,13,14,17,18,19,20,21,6,8,9",13
5AAD753D-A041-4A31-8A01-35FAC116DF17,00022022121203,2024-01-25,"19,20,6,7",4
3830D6DB-5C7B-4F81-BB84-9F8A07C07C05,2120230406000200,2024-01-29,"12,13",2
38F41810-7A7C-475A-B386-9CDEA916755A,0203230721000400,2024-01-28,"10,11,12,13,15,19,23,7,8",9
AF495E66-B7BA-4A1D-8C7F-C9293209044A,0101230718000200,2024-01-07,"18,19,2,20,22,23,7",7
98ACE387-185B-4FF9-8AA0-B1D3D120491B,0920230113000800,2024-01-07,15,1
17851609-1381-413B-B5F3-2B845F913A44,0820230113000600,2024-01-15,"16,17,18",3
2F4DCC53-9393-4FA9-BC84-1A555336B761,1620230216000300,2024-01-25,"10,11,12,13,9",5
17D7442D-36C5-464E-8521-433D2C3DB6E6,6220231226000200,2024-01-29,22,1
F46DB087-E973-485E-A40C-B6C89003D297,0204230721000201,2024-01-02,"0,1,10,11,12,13,15,16,17,18,19,2,20,22,23,6,7",17
39B8FAA7-7727-466A-8A01-719CFC66CB40,1720230313000200,2024-01-13,"10,11,12,15,16,23,8,9",8
8ED15317-938A-4765-B668-B575DA6D2E18,00032022102404,2024-01-13,"17,18",2
BDE43AC9-CCA1-4453-88CD-BEA45C243BC8,3820230921000200,2024-01-23,"17,18,19,20,21,22,23",7
8C19D488-CACC-4528-84D9-B1387EC93758,4620231212000200,2024-01-08,"16,17,18,19,20",5
FED0F99D-7E0E-4C70-8DFA-222976787C68,4720231212000400,2024-01-21,"10,11,12,7,8",5
8EAF8AA5-BB36-4D13-983E-320E3A5BE8CA,0206231118000300,2024-01-22,"10,13,14,15,20,21,9",7
39B8FAA7-7727-466A-8A01-719CFC66CB40,1720230313000201,2024-01-02,"12,13,14,15,16,18,19,20,21,22",10
6B68BA1C-FFDB-4D4C-B319-EDB6D275B45B,0420230101000100,2024-01-03,"12,13,14,7,8",5
216B1397-3AC7-4732-ACDA-51D17B988D5A,6020231221000300,2024-01-05,20,1
9E1A55B5-947E-4CEB-9DF6-1B7339EB83A0,3620230921000300,2024-01-17,"13,14,19",3
2F2A04D6-96AC-411F-A5D6-CE1B9080EBAE,0202230721000201,2024-01-20,"0,1,11,12,13,14,16,17,18,19,2,22",12
B1306692-5A0B-4161-BD50-4B1DF3308EEB,0205231118000200,2024-01-25,"12,13,14,15,18,23",6
AF495E66-B7BA-4A1D-8C7F-C9293209044A,0101230718000101,2024-01-27,"1,16,2,23,3,4",6
1181D46C-4389-44A5-847C-0416480C9B05,5420231219000200,2024-01-30,"1,2,3,4,5",5
AF495E66-B7BA-4A1D-8C7F-C9293209044A,0101230718000401,2024-01-26,"11,12,13,18,19,2,20,21,22,3,4,5,6",13
8EAF8AA5-BB36-4D13-983E-320E3A5BE8CA,0206231118000200,2024-01-26,"14,15",2
98ACE387-185B-4FF9-8AA0-B1D3D120491B,0920230113000600,2024-01-27,"10,11,16,17,18,19,20,21,22,9",10
AF495E66-B7BA-4A1D-8C7F-C9293209044A,0101230718000300,2024-01-01,"0,1,10,15,16,17,18,19,2,20,22,23,3,4,5,6,7,8,9",19
DBA4177A-B686-42F5-83BF-836029B46FE6,1020230114000100,2024-01-15,"10,11,12,13,7,8",6
2F2A04D6-96AC-411F-A5D6-CE1B9080EBAE,0202230721000500,2024-01-24,"12,13,17,18,19,6,8,9",8
918B72F8-7EA6-41BD-8F6A-D2C070DD4FDE,00150213000502,2024-01-28,"10,11,13,8,9",5
D7E2EDE2-2DA8-4B06-AB77-04D06BD89962,00012022092604,2024-01-30,"0,1,13,14,15,16,17,6,7",9
194A537C-BEAE-436C-AE26-46E279789912,1120230115000100,2024-01-07,"13,14,5,6",4
02998CFE-5B9E-40E7-8BB4-E52DBEB285B4,1820230313000200,2024-01-25,"12,13",2
FB9133C6-6DCC-44C2-BDE3-AA695298D8A6,2020230406000301,2024-01-01,"11,14,15,16,18,19,20",7
918B72F8-7EA6-41BD-8F6A-D2C070DD4FDE,00150213000601,2024-01-04,"10,11,12,13,14,15,16,8,9",9
918B72F8-7EA6-41BD-8F6A-D2C070DD4FDE,00150213000502,2024-01-11,"7,8",2
5A9325BA-A3EF-4BF5-91BA-225CC0D4BF53,2620230612000200,2024-01-15,20,1
918B72F8-7EA6-41BD-8F6A-D2C070DD4FDE,1520231205000401,2024-01-22,"10,11,12,13,14,15,16,17,8,9",10
194A537C-BEAE-436C-AE26-46E279789912,1120230115000100,2024-01-27,"13,20,21,22",4
AF495E66-B7BA-4A1D-8C7F-C9293209044A,0101230718000500,2024-01-18,"18,2",2
02998CFE-5B9E-40E7-8BB4-E52DBEB285B4,1820230313000200,2024-01-08,"12,13,18,19,9",5
918B72F8-7EA6-41BD-8F6A-D2C070DD4FDE,1520230407000100,2024-01-10,"10,11,12,13,14,15,17,7,8,9",10
5562E0B8-5003-4FC5-A518-1A7939C0B030,1420230506000101,2024-01-13,"10,11,13,14,15,16,17,18,19,20,7,8,9",13
5562E0B8-5003-4FC5-A518-1A7939C0B030,1420230506000100,2024-01-06,"10,11,12,14,15,16,17,18,19,20,9",11
5562E0B8-5003-4FC5-A518-1A7939C0B030,1420230506000101,2024-01-10,"10,11,13,14,15,16,17,18,19,20,21,7,8,9",14
194A537C-BEAE-436C-AE26-46E279789912,1120230115000100,2024-01-17,"10,9",2
E005E335-3634-4E00-AE6B-08932C5392B1,6120231226000300,2024-01-28,"15,16,19,20,21,22",6
FB9133C6-6DCC-44C2-BDE3-AA695298D8A6,2020230406000300,2024-01-14,"11,14,15",3
FB9133C6-6DCC-44C2-BDE3-AA695298D8A6,2020230406000100,2024-01-22,"1,10,17,19,2,20,21,7,8,9",10
F46DB087-E973-485E-A40C-B6C89003D297,0204230721000401,2024-01-24,"10,11,12,13,15,16,17,6,7",9
8C19D488-CACC-4528-84D9-B1387EC93758,4620231212000200,2024-01-25,18,1
5DDAE82C-838F-457D-9E61-DE487B6A554D,1920230331000300,2024-01-07,20,1
B1306692-5A0B-4161-BD50-4B1DF3308EEB,0205231118000200,2024-01-08,"14,15,16,17,21,22,23,4,5,8,9",11
5A9325BA-A3EF-4BF5-91BA-225CC0D4BF53,2620230612000200,2024-01-16,21,1
3830D6DB-5C7B-4F81-BB84-9F8A07C07C05,2120230406000401,2024-01-27,"20,6,7",3
E005E335-3634-4E00-AE6B-08932C5392B1,6120231226000201,2024-01-28,"13,14,19,20,21,22",6
02998CFE-5B9E-40E7-8BB4-E52DBEB285B4,1820230313000201,2024-01-14,"20,5,6,7",4
5562E0B8-5003-4FC5-A518-1A7939C0B030,00140213000302,2024-01-24,"10,11,12,13,14,15,16,17,18,19,20,21,7,8,9",15
68048867-C75A-47FB-A2EB-2CF80BCE4853,3420230921000100,2024-01-31,"22,23",2
9B171E97-D82F-4D43-889C-AA50FF82B154,4220231212000500,2024-01-29,"2,3,4,5,6,7,8",7
89F555E9-5C09-4DAE-B721-CECDD8E97C11,2520230522000100,2024-01-03,"10,9",2
5562E0B8-5003-4FC5-A518-1A7939C0B030,00140213000301,2024-01-05,"10,11,12,14,15,16,17,18,19,20,8,9",12
55B699B2-2681-4BCB-82D4-5EC2BA45EB64,6320231226000400,2024-01-17,20,1
F46DB087-E973-485E-A40C-B6C89003D297,0204230721000101,2024-01-18,"10,11,12,13,14,15,16,17,18,19,20,21,22,7,8,9",16
F46DB087-E973-485E-A40C-B6C89003D297,0204230721000401,2024-01-27,"10,12,13,14,15,16,17,18,19,20,7,8,9",13
918B72F8-7EA6-41BD-8F6A-D2C070DD4FDE,00150213000301,2024-01-06,"11,12,13,14,15,18,7",7
AF495E66-B7BA-4A1D-8C7F-C9293209044A,0101230718000200,2024-01-29,"11,12,13,17,18,19,21,22",8
AF495E66-B7BA-4A1D-8C7F-C9293209044A,0101230718000101,2024-01-08,"10,11,15,16,21,22",6
AF495E66-B7BA-4A1D-8C7F-C9293209044A,0101230718000301,2024-01-04,"12,16,17,21,3,4",6
FB9133C6-6DCC-44C2-BDE3-AA695298D8A6,2020230406000301,2024-01-22,"1,11,12,2,20,21",6
3830D6DB-5C7B-4F81-BB84-9F8A07C07C05,2120230406000401,2024-01-24,7,1
918B72F8-7EA6-41BD-8F6A-D2C070DD4FDE,00150213000102,2024-01-26,"10,13,14,15,16,17,7,8,9",9
3830D6DB-5C7B-4F81-BB84-9F8A07C07C05,2120230406000200,2024-01-07,"10,11,12,20,21",5
E35A8FC8-2B28-4C54-AE58-9E139DFBC232,1220230115000100,2024-01-07,"12,13",2
918B72F8-7EA6-41BD-8F6A-D2C070DD4FDE,00150213000301,2024-01-14,"10,14,15,16,17,9",6
38AC2E70-AC0A-4963-81FC-02C94AF8F13B,1320230115000200,2024-01-23,"13,14,17,18,19,8,9",7
BD89A942-F023-4466-B4DC-5E7829AD808E,4820231213000200,2024-01-31,"0,1,2,3,4",5
918B72F8-7EA6-41BD-8F6A-D2C070DD4FDE,00150213000202,2024-01-07,"14,15,16,17,7,8,9",7
0BEC1117-6006-4A25-9102-1B7BF7887325,2220230407000300,2024-01-28,"12,15,16,17",4
D7E2EDE2-2DA8-4B06-AB77-04D06BD89962,00012022092607,2024-01-08,"10,11,12,16,17,21,22",7
918B72F8-7EA6-41BD-8F6A-D2C070DD4FDE,1520230407000201,2024-01-14,"10,11,13,14,9",5
38F41810-7A7C-475A-B386-9CDEA916755A,0203230721000300,2024-01-25,"10,11,12,13,14,16,17,18,19,2,20,22,3,4,5,6,8,9",18
8EAF8AA5-BB36-4D13-983E-320E3A5BE8CA,0206231118000201,2024-01-28,"13,14,15,16,2,22,23,3,9",9
DBA4177A-B686-42F5-83BF-836029B46FE6,1020230114000200,2024-01-04,"13,14",2
38AC2E70-AC0A-4963-81FC-02C94AF8F13B,1320230115000200,2024-01-07,"11,12",2
5DDAE82C-838F-457D-9E61-DE487B6A554D,1920230331000200,2024-01-18,"10,11,12,13,15,16,17",7
4224F84D-A16E-4FA6-860F-6F98AFB1D26F,0520230101000201,2024-01-20,"10,12,13,18,19,20,21,9",8
3830D6DB-5C7B-4F81-BB84-9F8A07C07C05,2120230406000200,2024-01-23,"10,11,9",3
F0404766-3949-4346-8ED2-40068889ACB6,6420231226000300,2024-01-25,"11,12,13",3
98ACE387-185B-4FF9-8AA0-B1D3D120491B,0920230113000400,2024-01-26,"10,19,20,21,7,8,9",7
5562E0B8-5003-4FC5-A518-1A7939C0B030,1420230802000200,2024-01-30,"10,11,14,15,16,17,18,19,20,21,6,7,8,9",14
BA08A29E-DC30-4917-94B3-E7BFC5A741A7,4420231212000300,2024-01-03,"12,13,14,15,17,18,19,20,21,7,8",11
17851609-1381-413B-B5F3-2B845F913A44,0820230113000700,2024-01-11,"18,19,20,21,22,23",6
918B72F8-7EA6-41BD-8F6A-D2C070DD4FDE,1520230407000101,2024-01-17,"10,16,8,9",4
38AC2E70-AC0A-4963-81FC-02C94AF8F13B,1320230115000201,2024-01-21,"10,11,12,13,14,15,16,21,23,8,9",11
918B72F8-7EA6-41BD-8F6A-D2C070DD4FDE,1520230407000100,2024-01-23,"10,11,12,13,15,7,8,9",8
FB9133C6-6DCC-44C2-BDE3-AA695298D8A6,2020230406000100,2024-01-31,"14,18,19,20",4
5AAD753D-A041-4A31-8A01-35FAC116DF17,00022022121204,2024-01-30,2,1
17851609-1381-413B-B5F3-2B845F913A44,0820230113000500,2024-01-05,"17,18,19,20,21,22,23",7
2F2A04D6-96AC-411F-A5D6-CE1B9080EBAE,0202230721000100,2024-01-06,"1,11,12,13,15,16,18,2,22,23",10
FB9133C6-6DCC-44C2-BDE3-AA695298D8A6,2020230406000300,2024-01-26,"18,19,20",3
E35A8FC8-2B28-4C54-AE58-9E139DFBC232,1220230115000100,2024-01-27,"19,20",2
5562E0B8-5003-4FC5-A518-1A7939C0B030,1420230506000101,2024-01-29,"10,11,12,13,14,15,16,17,18,19,20,7,8,9",14
89F555E9-5C09-4DAE-B721-CECDD8E97C11,2520230522000800,2024-01-17,"13,14,15",3
D7E2EDE2-2DA8-4B06-AB77-04D06BD89962,00012022092601,2024-01-09,"16,17,19,20,6,7",6
918B72F8-7EA6-41BD-8F6A-D2C070DD4FDE,1520231205000301,2024-01-23,"10,11,12,15,16,8,9",7
02998CFE-5B9E-40E7-8BB4-E52DBEB285B4,1820240118000400,2024-01-23,14,1
BDE43AC9-CCA1-4453-88CD-BEA45C243BC8,3820230921000200,2024-01-29,"17,18,19,20,21,22,23",7
AF495E66-B7BA-4A1D-8C7F-C9293209044A,0101230718000300,2024-01-06,"10,11,20,21,23,6,7",7
A52BBACB-18E2-42DF-8176-3CD14A36AEED,0201230721000101,2024-01-11,"15,16,17,18,19",5
E35A8FC8-2B28-4C54-AE58-9E139DFBC232,1220230115000201,2024-01-15,"12,13,8,9",4
2F2A04D6-96AC-411F-A5D6-CE1B9080EBAE,0202230721000101,2024-01-26,"12,13",2
38AC2E70-AC0A-4963-81FC-02C94AF8F13B,1320230115000101,2024-01-23,"13,14,15,16,18,19,20,21,8,9",10
38F41810-7A7C-475A-B386-9CDEA916755A,0203230721000300,2024-01-31,"14,15,16,18,19,20,21",7
5DDAE82C-838F-457D-9E61-DE487B6A554D,1920230331000200,2024-01-06,"14,15,16,17,18,19,20,21",8
DBA4177A-B686-42F5-83BF-836029B46FE6,1020230114000201,2024-01-09,"14,15,16,17",4
17851609-1381-413B-B5F3-2B845F913A44,0820230113000800,2024-01-16,"16,17,18,19",4
E35A8FC8-2B28-4C54-AE58-9E139DFBC232,1220230115000100,2024-01-17,"1,11,12,13,17,18,19,2,8",9
4224F84D-A16E-4FA6-860F-6F98AFB1D26F,0520230101000101,2024-01-20,"16,17,9",3
17E77E8D-6741-41A5-BED7-40FFD4BC1862,3920230921000300,2024-01-09,21,1
17851609-1381-413B-B5F3-2B845F913A44,0820230113000400,2024-01-18,"10,11,12,13,17,18,19,20",8
98ACE387-185B-4FF9-8AA0-B1D3D120491B,0920230113000500,2024-01-18,"19,20,21,22",4
98ACE387-185B-4FF9-8AA0-B1D3D120491B,0920230113000100,2024-01-26,19,1
A52BBACB-18E2-42DF-8176-3CD14A36AEED,0201230721000200,2024-01-24,"10,11,12,13,16,17,18,19,20,23",10
BDE43AC9-CCA1-4453-88CD-BEA45C243BC8,3820230921000200,2024-01-02,"10,17,18,19,20,21,7,8,9",9
89F555E9-5C09-4DAE-B721-CECDD8E97C11,2520230522000200,2024-01-05,"12,13,14,15,16,17",6
F46DB087-E973-485E-A40C-B6C89003D297,0204230721000201,2024-01-14,"0,1,10,11,12,14,15,16,17,18,19,20,21,22,23,3,4,9",18
4224F84D-A16E-4FA6-860F-6F98AFB1D26F,0520230101000100,2024-01-17,"11,12,13,14,21",5
F46DB087-E973-485E-A40C-B6C89003D297,0204230721000401,2024-01-20,"1,12,13,14,15,16,19,20,21",9
2F4DCC53-9393-4FA9-BC84-1A555336B761,00160518000102,2024-01-06,"13,14",2
918B72F8-7EA6-41BD-8F6A-D2C070DD4FDE,00150213000201,2024-01-17,"12,13,14,7,8",5
0B4EC1DE-B3C2-47D1-A258-883B2C79C033,4020231212000400,2024-01-19,23,1
918B72F8-7EA6-41BD-8F6A-D2C070DD4FDE,00150213000501,2024-01-02,"10,11,12,13,14,15,16,6,7,8,9",11
8EAF8AA5-BB36-4D13-983E-320E3A5BE8CA,0206231118000201,2024-01-04,"12,13,14,15,16,17,20,21,22,23,8",11
39B8FAA7-7727-466A-8A01-719CFC66CB40,1720230313000201,2024-01-22,"1,12,13,14,16,17,2,21,22,23",10
5562E0B8-5003-4FC5-A518-1A7939C0B030,1420230802000200,2024-01-31,"10,11,12,13,14,15,16,17,18,19,20,21,7,8,9",15
17851609-1381-413B-B5F3-2B845F913A44,0820230113000500,2024-01-04,"15,16,17",3
AF495E66-B7BA-4A1D-8C7F-C9293209044A,0101230718000200,2024-01-12,"0,1,14,15,16,18,19,22,23,3,4,5",12
8CE4AAE1-10DA-41F6-8948-E9AB8993BE53,5220231219000500,2024-01-20,"19,20,21",3
5562E0B8-5003-4FC5-A518-1A7939C0B030,1420230506000100,2024-01-26,"10,11,12,13,14,15,16,17,18,19,20,7,8,9",14
DD1C73E2-193B-4C64-A791-E80B5E1601EE,5320231219000200,2024-01-01,"16,17,18,19,20",5
89F555E9-5C09-4DAE-B721-CECDD8E97C11,2520230522000700,2024-01-03,"10,11,14,15,16,20,8,9",8
7F1AFD92-B5B4-4A67-BBDD-5BF5E186043F,4520231212000300,2024-01-15,"17,18,19,20,21",5
4224F84D-A16E-4FA6-860F-6F98AFB1D26F,0520230101000100,2024-01-27,"10,11,12,13,14,15,18",7
194A537C-BEAE-436C-AE26-46E279789912,1120230115000301,2024-01-28,"12,13,14,15,16,18,19",7
0BEC1117-6006-4A25-9102-1B7BF7887325,2220230407000101,2024-01-20,"10,11,12,13,14,15,16,17,18,19,7,8,9",13
5A9325BA-A3EF-4BF5-91BA-225CC0D4BF53,2620230612000400,2024-01-20,23,1
2F2A04D6-96AC-411F-A5D6-CE1B9080EBAE,0202230721000501,2024-01-24,"17,8,9",3
5562E0B8-5003-4FC5-A518-1A7939C0B030,00140213000302,2024-01-23,"10,11,12,13,14,15,16,17,18,19,20,21,7,8,9",15
17D7442D-36C5-464E-8521-433D2C3DB6E6,6220231226000100,2024-01-27,22,1
2F2A04D6-96AC-411F-A5D6-CE1B9080EBAE,0202230721000400,2024-01-29,"11,12,13,14,15,19,22,23",8
8EAF8AA5-BB36-4D13-983E-320E3A5BE8CA,0206231118000300,2024-01-08,"10,12,13,15,16,8,9",7
AF495E66-B7BA-4A1D-8C7F-C9293209044A,0101230718000301,2024-01-09,8,1
8CE4AAE1-10DA-41F6-8948-E9AB8993BE53,5220231219000200,2024-01-09,19,1
91F2FF00-DFD8-4650-93EB-A67DFE2CE323,2820230719000500,2024-01-13,"13,14,15,16,17,18,19",7
0BEC1117-6006-4A25-9102-1B7BF7887325,2220230407000201,2024-01-14,"10,11,13,14,15,16,17,18,19,6,7,8,9",13
8EAF8AA5-BB36-4D13-983E-320E3A5BE8CA,0206231118000300,2024-01-27,"11,12,13,18,19",5
38F41810-7A7C-475A-B386-9CDEA916755A,0203230721000301,2024-01-29,"0,1,11,12,13,14,17,18,19,20,22",11
4224F84D-A16E-4FA6-860F-6F98AFB1D26F,0520230101000100,2024-01-07,"12,13,14,19,20,7,8,9",8
38AC2E70-AC0A-4963-81FC-02C94AF8F13B,1320230417000200,2024-01-19,"17,18,19",3
17851609-1381-413B-B5F3-2B845F913A44,0820230113000600,2024-01-07,"12,13,14,15,16,17",6
39B8FAA7-7727-466A-8A01-719CFC66CB40,1720230313000301,2024-01-20,"11,12,13,14,16,17,18,19,20,21,22",11
FB9133C6-6DCC-44C2-BDE3-AA695298D8A6,2020230406000101,2024-01-03,"11,12,18,19,20,21,7,8",8
39B8FAA7-7727-466A-8A01-719CFC66CB40,1720230313000200,2024-01-04,"0,1,11,12,16,17,18,19",8
0B4EC1DE-B3C2-47D1-A258-883B2C79C033,4020231212000500,2024-01-13,"17,18,19,20",4
F46DB087-E973-485E-A40C-B6C89003D297,0204230721000300,2024-01-19,"1,10,11,13,14,15,16,17,18,19,2,20,21,22",14
AF495E66-B7BA-4A1D-8C7F-C9293209044A,0101230718000200,2024-01-02,"10,11,12,13,14,15",6
D7E2EDE2-2DA8-4B06-AB77-04D06BD89962,00012022092603,2024-01-03,"10,19,20,21",4
3E05D116-A406-449A-938E-6DE5815DF6CC,5520231219000301,2024-01-07,22,1
918B72F8-7EA6-41BD-8F6A-D2C070DD4FDE,00150213000602,2024-01-12,"14,15,16,17,9",5
AF495E66-B7BA-4A1D-8C7F-C9293209044A,0101230718000101,2024-01-15,"13,2,23,3",4
918B72F8-7EA6-41BD-8F6A-D2C070DD4FDE,1520231205000501,2024-01-31,"12,15,8,9",4
BDE43AC9-CCA1-4453-88CD-BEA45C243BC8,3820230921000200,2024-01-12,"17,18",2
6B68BA1C-FFDB-4D4C-B319-EDB6D275B45B,0420230101000101,2024-01-14,14,1
FB9133C6-6DCC-44C2-BDE3-AA695298D8A6,2020230406000100,2024-01-16,"13,17,18,6,7,8",6
AF495E66-B7BA-4A1D-8C7F-C9293209044A,0101230718001100,2024-01-18,19,1
B1306692-5A0B-4161-BD50-4B1DF3308EEB,0205231118000300,2024-01-19,"13,14,15,16,20",5
38F41810-7A7C-475A-B386-9CDEA916755A,0203230721000400,2024-01-06,"0,1,10,11,12,13,14,15,16,17,19,20,21,23,3,4,8,9",18
8CE4AAE1-10DA-41F6-8948-E9AB8993BE53,5220231219000200,2024-01-17,17,1
918B72F8-7EA6-41BD-8F6A-D2C070DD4FDE,1520230407000100,2024-01-21,"10,11,12,13,14,15,16,17,18,8,9",11
5562E0B8-5003-4FC5-A518-1A7939C0B030,1420230802000201,2024-01-25,"10,11,12,13,14,15,16,17,18,19,20,21,7,8,9",15
2F4DCC53-9393-4FA9-BC84-1A555336B761,00160518000102,2024-01-22,"10,13,14,8,9",5
216B1397-3AC7-4732-ACDA-51D17B988D5A,6020231221000100,2024-01-25,"17,18,19,20",4
38F41810-7A7C-475A-B386-9CDEA916755A,0203230721000400,2024-01-27,"10,11,12,13,14,15,16,17,7,8",10
FB9133C6-6DCC-44C2-BDE3-AA695298D8A6,2020230406000301,2024-01-06,"13,14,16",3
918B72F8-7EA6-41BD-8F6A-D2C070DD4FDE,00150213000302,2024-01-16,"10,11,12,13,15,16,17,18,19,7,9",11
38AC2E70-AC0A-4963-81FC-02C94AF8F13B,1320230115000200,2024-01-28,"13,18,19",3
8EAF8AA5-BB36-4D13-983E-320E3A5BE8CA,0206231118000101,2024-01-05,"10,11,12,13,14,16,18,19,20,21,22,23,9",13
2F2A04D6-96AC-411F-A5D6-CE1B9080EBAE,0202230721000200,2024-01-14,"1,10,11,16,17,19,2,20,21,3",10
A52BBACB-18E2-42DF-8176-3CD14A36AEED,0201230721000200,2024-01-15,"10,11,12,13,14,15,16,18,19,20,21,22,23,9",14
17E77E8D-6741-41A5-BED7-40FFD4BC1862,3920230921000100,2024-01-18,"10,11,21,4,5,6,7,8,9",9
29AB446B-7F39-4478-BE76-81504A240088,4120231212000200,2024-01-19,"10,7,8,9",4
17851609-1381-413B-B5F3-2B845F913A44,0820230113000500,2024-01-01,"14,15",2
BC6473BF-95E4-4CB8-A07A-8B70671CE9AC,4320231212000400,2024-01-02,10,1
E005E335-3634-4E00-AE6B-08932C5392B1,6120231226000201,2024-01-04,"1,2,23",3
29AB446B-7F39-4478-BE76-81504A240088,4120231212000300,2024-01-24,20,1
38AC2E70-AC0A-4963-81FC-02C94AF8F13B,1320230417000100,2024-01-12,"19,20,21,22",4
AF495E66-B7BA-4A1D-8C7F-C9293209044A,0101230718000800,2024-01-15,19,1
17851609-1381-413B-B5F3-2B845F913A44,0820230113000300,2024-01-20,"13,14,15,16,17,18,21",7
F46DB087-E973-485E-A40C-B6C89003D297,0204230721000101,2024-01-26,"1,10,11,12,13,14,16,17,18,19,2,20,21,22,23,7,8,9",18
2F2A04D6-96AC-411F-A5D6-CE1B9080EBAE,0202230721000100,2024-01-26,"11,12,13,14,15,17,18,19,20,21,23",11
AF495E66-B7BA-4A1D-8C7F-C9293209044A,0101230718000501,2024-01-26,"0,1,11,12,13,22,23",7
D7E2EDE2-2DA8-4B06-AB77-04D06BD89962,00012022092606,2024-01-27,"1,16,17,2,21,22,23",7
5562E0B8-5003-4FC5-A518-1A7939C0B030,00140213000302,2024-01-05,"10,11,12,13,14,15,16,17,18,19,20,7,8,9",14
5DDAE82C-838F-457D-9E61-DE487B6A554D,1920230331000300,2024-01-08,"10,11,12,8,9",5
2F2A04D6-96AC-411F-A5D6-CE1B9080EBAE,0202230721000200,2024-01-22,"1,11,12,13,14,15,16,17,18,19,2,23,3,4,5,6,7",17
02998CFE-5B9E-40E7-8BB4-E52DBEB285B4,1820240118000500,2024-01-23,22,1
